WKT,name,description
"POLYGON ((106.7393306 -6.1097208, 106.7317775 -6.12201, 106.7304042 -6.139078, 106.7314342 -6.1933505, 106.7592433 -6.2384027, 106.7654231 -6.2510302, 106.770573 -6.2749194, 106.7880824 -6.2909586, 106.823788 -6.2919824, 106.8406108 -6.3029024, 106.8618968 -6.3039262, 106.8732265 -6.3073386, 106.9113353 -6.2947124, 106.9230083 -6.2230444, 106.9250682 -6.1493185, 106.9061855 -6.1151827, 106.8814662 -6.1093794, 106.8375209 -6.1291786, 106.8062785 -6.1315682, 106.7832759 -6.1298614, 106.7733196 -6.1203032, 106.7393306 -6.1097208))",Dki Jakarta,
