WKT,name,description
"POLYGON ((106.8235625 -6.1715055, 106.8232567 -6.1717775, 106.8230582 -6.1798414, 106.823364 -6.1801721, 106.8238736 -6.1803907, 106.8310244 -6.1801134, 106.831078 -6.1799588, 106.8310458 -6.1795961, 106.8308742 -6.1793028, 106.8304396 -6.1788921, 106.8304665 -6.1786468, 106.830622 -6.1784708, 106.8298871 -6.1777535, 106.829926 -6.1758061, 106.8300011 -6.1758008, 106.8300119 -6.1752728, 106.8300494 -6.1751235, 106.8299904 -6.1746328, 106.8300387 -6.1745155, 106.8297812 -6.1734222, 106.8294862 -6.1733422, 106.8290731 -6.1729528, 106.8291542 -6.1723158, 106.829165 -6.1717292, 106.8289289 -6.1715585, 106.8235625 -6.1715055))",Taman Monas,
