WKT,name,description
"POLYGON ((106.8162796 -6.3050407, 106.8162045 -6.3053393, 106.8163118 -6.3059685, 106.8169555 -6.3070029, 106.8165371 -6.3080053, 106.8162045 -6.3080053, 106.8159899 -6.3081012, 106.8157968 -6.3088797, 106.8158183 -6.3091889, 106.8157861 -6.3098394, 106.8159577 -6.310106, 106.8161187 -6.3105326, 106.8167302 -6.3105006, 106.8171379 -6.3105113, 106.8176314 -6.3102553, 106.8177709 -6.3109058, 106.81761 -6.3121748, 106.8177816 -6.3147768, 106.8172023 -6.315182, 106.8164835 -6.31515, 106.8163762 -6.316323, 106.8167839 -6.3161951, 106.81761 -6.3162697, 106.8180391 -6.3160991, 106.818361 -6.316387, 106.8188116 -6.3164936, 106.8189404 -6.3166962, 106.8191549 -6.3167816, 106.8190906 -6.3171974, 106.8203351 -6.3173254, 106.8205604 -6.3174107, 106.8236396 -6.3173467, 106.8237576 -6.317528, 106.8237683 -6.3177306, 106.8248305 -6.317752, 106.8248734 -6.3168455, 106.8253669 -6.3140516, 106.8256191 -6.3122015, 106.8258336 -6.3111458, 106.8265203 -6.311359, 106.8270353 -6.3086504, 106.8248895 -6.3086078, 106.8244818 -6.3082025, 106.8246964 -6.306347, 106.8233231 -6.306411, 106.8227223 -6.3064963, 106.8225077 -6.3067096, 106.8206409 -6.3066669, 106.8204907 -6.3058352, 106.8198469 -6.3057285, 106.8184307 -6.3057072, 106.8184737 -6.305302, 106.8162796 -6.3050407))",Ragunan,
