WKT,name,description
"POLYGON ((106.8509279 -6.2328189, 106.8507294 -6.2332082, 106.8506918 -6.2337041, 106.8507777 -6.2342641, 106.8509601 -6.234488, 106.8520651 -6.2351813, 106.8526445 -6.2357252, 106.8527518 -6.2363651, 106.8521188 -6.2383915, 106.851754 -6.2399167, 106.8527732 -6.2421351, 106.8539963 -6.2420391, 106.8533097 -6.2412605, 106.85302 -6.2405353, 106.8529342 -6.2395647, 106.8534813 -6.2374957, 106.8535779 -6.2366424, 106.8532453 -6.2346907, 106.8528591 -6.2348187, 106.8525694 -6.2335388, 106.8514536 -6.2336455, 106.8512176 -6.2330909, 106.8509279 -6.2328189))",Tebet Eco Park,
