WKT,name,description
"POLYGON ((106.7988242 -6.2145187, 106.7982448 -6.214764, 106.7982555 -6.2157559, 106.7983736 -6.2166305, 106.7983843 -6.218433, 106.7983414 -6.2198409, 106.7983736 -6.2201075, 106.7984057 -6.2205768, 106.7992748 -6.2209715, 106.8031264 -6.222582, 106.8048538 -6.2247364, 106.8087698 -6.222006, 106.808287 -6.2213128, 106.8082755 -6.2156282, 106.8068164 -6.2157136, 106.8061941 -6.2155642, 106.8063443 -6.2133458, 106.8061726 -6.2127485, 106.7988242 -6.2145187))",Gelora Bung Karno,
