WKT,name,description
"POLYGON ((106.881707 -6.2954545, 106.8830067 -6.2988818, 106.8840581 -6.3025715, 106.8871909 -6.3050456, 106.8934351 -6.3065598, 106.8979412 -6.3081807, 106.9000226 -6.3096097, 106.9015247 -6.310932, 106.9029194 -6.3112733, 106.9124566 -6.3119079, 106.9241296 -6.3106282, 106.9231855 -6.302609, 106.9239579 -6.2996657, 106.9204389 -6.2963811, 106.9160615 -6.2898973, 106.9136583 -6.2906651, 106.9146882 -6.2936511, 106.9121562 -6.2953361, 106.9119202 -6.2952081, 106.9111692 -6.2955707, 106.9094096 -6.2956133, 106.9001185 -6.294355, 106.881707 -6.2954545))",Taman Mini Indonesia Indah,
